Generated_Sentence_From_symptoms,Disease_Name,Source_URL
"I've been experiencing some alarming symptoms lately, including involuntary, jerky, repeated movements of my eyeballs, known as nystagmus, which I've noticed is an early sign. I've also been feeling lethargic and dizzy, which has led to unsteadiness and uncoordinated movements. Additionally, I've been struggling with slow or slurred speech, and I've noticed that my heartbeat has become slow or irregular, especially when I've taken certain medications intravenously. Furthermore, I've been dealing with nausea and vomiting, and I've experienced swelling and purplish discoloration of my hand. I've also had tremors, which are uncontrollable, repeated shakings of my arms or legs, and I've become increasingly drowsy and confused. On rare occasions, I've had severe blistering of the skin, fever, and even seizures. Occasionally, I've stumbled upon a staggering gait or walk, which is also an early sign. I'm worried about my condition, and I think it's essential to address these symptoms as soon as possible.",Dilantin overdose,https://medlineplus.gov/ency/article/002632.htm
"I've been experiencing some concerning symptoms lately, including a persistent cough, swelling in my feet and ankles, and an irregular or rapid pulse. Additionally, I've lost my appetite and have been having chest pain or pressure, especially when I exercise. Even simple activities leave me short of breath, and I often feel winded even after lying down or sleeping for a while. To top it all off, I've been feeling extremely fatigued, weak, and faint.",Dilated cardiomyopathy,https://medlineplus.gov/ency/article/000168.htm
"I've been experiencing a multitude of symptoms that are really concerning me, including a noticeable tremor, rapid heartbeat, and bouts of confusion. My eyes are extremely dry, and my mouth is always parched. I've been feeling unsteady on my feet, and I've even had hallucinations, seeing or hearing things that aren't really there. Additionally, my vision has become blurry, and my pupils seem enlarged. I've been experiencing delirium, depression, and nausea, which often leads to drowsiness and agitation. Occasionally, I've had seizures, and I've been experiencing ringing in my ears. I've become increasingly sleepy, anxious, and nervous, and I've even had episodes of vomiting. My skin has become dry and red, and I've had low blood pressure. To make matters worse, I've had trouble urinating, and I'm really worried about what's going on with my body.",Dimenhydrinate overdose,https://medlineplus.gov/ency/article/002634.htm
"I've been experiencing a multitude of distressing symptoms lately, including a noticeable tremor, rapid heartbeat, and feelings of confusion. My eyes have been extremely dry, and I've had a persistent dry mouth. I've been struggling with unsteadiness, blurred vision, and enlarged pupils, which have made everyday tasks challenging. Additionally, I've been experiencing delirium, depression, and nausea, which have left me feeling drained. I've also been dealing with drowsiness, agitation, and occasional seizures, which have been terrifying. To make matters worse, I've been experiencing ringing in my ears, increased sleepiness, and nervousness. Occasionally, I've had episodes of vomiting, and my skin has become dry and red. Furthermore, I've noticed low blood pressure, and I've been experiencing hallucinations, seeing and hearing things that aren't there. Perhaps most concerning, I've had difficulty urinating, which has added to my overall distress.",Diphenhydramine overdose,https://medlineplus.gov/ency/article/002636.htm
"I've been experiencing a range of concerning symptoms, including fever and chills, and I've noticed that I've started drooling excessively, which is worrying me because I've heard it can be a sign of an impending airway blockage. I've also developed painful skin sores, which is unusual for me since I'm not typically in tropical areas. Swallowing has become very painful, and I've observed a bluish tint to my skin, which is quite alarming. Additionally, I've developed a croup-like cough that sounds like barking, and I'm having significant breathing problems, including difficulty breathing, rapid breathing, and a high-pitched breathing sound. My throat is sore, and I've become hoarse, and to make matters worse, I've been experiencing bloody, watery drainage from my nose.",Diphtheria,https://medlineplus.gov/ency/article/001608.htm
"I've been experiencing some concerning symptoms lately, including recent flu-like symptoms, and I've also been having neck pain and back pain, which has been making it difficult for me to get up and stand. I've noticed that my back has become increasingly curved, and I've been feeling irritable and stiff in my back. At night, I've been sweating excessively, and I've had a fever, although it's been relatively low, around 102°F or 38.9°C. Additionally, I've been having abdominal pain, and as a result, I've been refusing to sit up, stand, or walk, which is very unlike me.",Diskitis,https://medlineplus.gov/ency/article/000993.htm
"I've been instructed to follow some specific guidelines after my injury, including not giving aspirin to children, avoiding wearing rings on my fingers until my doctor gives the okay, and not moving my shoulder. However, I've been told it's fine to move my wrist and elbow while wearing the sling. I've also been advised to put an ice pack on the affected area right after the injury, and to discuss certain medications with my healthcare provider before taking them, especially if I have certain pre-existing conditions. Additionally, I've been warned not to take more than the recommended dose of medication and to keep my arm close to my body.",Dislocated shoulder - aftercare,https://medlineplus.gov/ency/patientinstructions/000524.htm
"I've been struggling with a severe joint issue lately, where I'm limited in my movement and experiencing significant swelling or bruising. The joint itself looks visibly out of place, discolored, or misshapen, which is very painful, especially when I try to use it or put weight on it. To make matters worse, I've also been experiencing numbness or tingling sensations at the joint and even beyond it.",Dislocation,https://medlineplus.gov/ency/article/000014.htm
"I've been experiencing some alarming symptoms lately, including unusual bleeding from many sites in my body, which is really concerning me. Along with this, I've been struggling with shortness of breath and a drop in blood pressure, which has left me feeling quite weak. I've also noticed some bruising, and I'm not sure what's causing it. Additionally, I've been experiencing some cognitive issues, including confusion, memory loss, and changes in my behavior, which is really worrying me. To make matters worse, I've developed a fever, and I'm not sure what's going on with my body.",Disseminated intravascular coagulation (DIC),https://medlineplus.gov/ency/article/000573.htm
"I've been experiencing a multitude of symptoms lately, including chills, fatigue, and unexplained weight loss, which have left me with a general feeling of discomfort, uneasiness, and malaise. I've also noticed that my skin has taken on a pale hue due to anemia, and I've been sweating excessively. Additionally, I've been struggling with a persistent cough and shortness of breath, accompanied by a fever. Furthermore, I've noticed swollen glands, abdominal pain and swelling, as well as joint pain, which have all been contributing to my overall sense of being unwell.",Disseminated tuberculosis,https://medlineplus.gov/ency/article/000624.htm
"I've been experiencing some unusual sensations in my hand, particularly in my thumb, index, middle, and part of my ring fingers, which feel like burning, numbness, or tingling. Additionally, I've been struggling with weakness in my hand, which causes me to drop things or have difficulty grasping objects or even buttoning a shirt. What's more, I've been dealing with severe pain in my wrist or hand that often wakes me up at night, and sometimes I feel it in other areas, like my upper arm, which I've learned is called referred pain.",Distal median nerve dysfunction,https://medlineplus.gov/ency/article/000691.htm
"I've been experiencing a range of concerning symptoms, including a significant decrease in my urine output, which has led to nephrocalcinosis, where I have too much calcium deposited in my kidneys. Additionally, I've been struggling with debilitating bone pain, fatigue, and an increased heart rate or irregular heartbeat. I've also developed osteomalacia, which has caused softening of my bones. As a result, I've noticed impaired growth, and I've been experiencing pain in my back, flank, or abdomen. Furthermore, I've been dealing with muscle cramps, muscle weakness, and skeletal abnormalities. Lately, I've noticed an increased breathing rate, and I've been feeling confused or less alert than usual. To make matters worse, I've been experiencing kidney stones, which have been causing me a lot of discomfort.",Distal renal tubular acidosis,https://medlineplus.gov/ency/article/000493.htm
"I've been experiencing some uncomfortable symptoms lately, including fever and chills, which have left me feeling quite unwell. I've noticed tenderness, particularly in the left lower part of my abdomen, which is quite painful. Along with this, I've been dealing with nausea and vomiting, which has made it difficult for me to eat. I've also been experiencing bloating and gas, which has made me feel extremely uncomfortable. To make matters worse, I've lost my appetite and haven't been eating much, which is really worrying me.",Diverticulitis,https://medlineplus.gov/ency/article/000257.htm
"I've been experiencing some uncomfortable symptoms lately, including constipation, although sometimes I get diarrhea, and I've been having severe pain and cramps in my stomach, especially in the left lower abdomen. Additionally, I've lost my appetite and haven't been eating much, which is unusual for me. To make matters worse, I've been feeling bloated and gassy, which is really affecting my daily life.",Diverticulosis,https://medlineplus.gov/ency/article/007668.htm
"I've been noticing some unusual bumps on my genitals and around my anus, which are small and beefy-red in color, and I've also developed sores in the anal area, which is concerning me.",Donovanosis (granuloma inguinale),https://medlineplus.gov/ency/article/000636.htm
"I've been experiencing some concerning symptoms lately, including choking episodes, which have led to repeated pneumonias. When I breathe, I've noticed a noisy sound, and sometimes I even hear a high-pitched sound, known as stridor. Additionally, I've been vomiting, and I've been having difficulty eating and swallowing, which has made mealtime a struggle. To make matters worse, I've also been experiencing wheezing, which has made breathing even more challenging.",Double aortic arch,https://medlineplus.gov/ency/article/007316.htm
"I've been noticing that my baby has been having trouble feeding, becoming tired easily, and having swollen legs or abdomen, along with pale skin and excessive sweating. Additionally, I've observed a bluish color to the skin and lips, which I've learned is due to low oxygen in the blood, and I'm concerned that my baby is not gaining weight and growing as expected. On top of all this, my baby has been having trouble breathing, which is really worrying me.",Double inlet left ventricle,https://medlineplus.gov/ency/article/007327.htm
"I've been noticing that my baby is having trouble feeding, getting tired easily, and has a pale coloring, which is concerning me. Additionally, I've observed a bluish color of the skin and lips, and I've detected an enlarged heart. Furthermore, I've seen swollen legs or abdomen, and my baby has a rapid heartbeat and rapid breathing. Lately, I've also noticed clubbing of the toes and fingers, excessive sweating, and a failure to gain weight and grow. Moreover, I've detected a heart murmur, and my baby has been having trouble breathing, which is really worrying me.",Double outlet right ventricle,https://medlineplus.gov/ency/article/007328.htm
"I've been noticing a range of health concerns that I'm worried about, including hearing problems that might be related to repeated ear infections, and some distinct physical features such as upward slanting eyes, a small mouth, white spots on the colored part of my eye, and a single crease in the palm of my hand. I've also been experiencing impulsive behavior, and I've been dealing with chronic constipation and sleep apnea. Additionally, I've been struggling with dental issues, including teeth that have appeared later than normal and in problematic locations, which have made chewing difficult. Furthermore, I've been experiencing eye problems, including cataracts, and I've been told I need glasses. I've also been diagnosed with hypothyroidism, and I've noticed that I have wide, short hands with short fingers, as well as excess skin at the nape of my neck. Unfortunately, I've been struggling with slow learning, poor judgment, and dementia. I've also experienced early and massive vomiting, which could be a sign of a gastrointestinal blockage. Physically, I've noticed that I have a flattened nose, small ears, and I'm at risk of hip problems and dislocation.",Down syndrome,https://medlineplus.gov/ency/article/000997.htm
"I've been experiencing a multitude of concerning symptoms lately, including constipation, frequent headaches, and an unpleasant taste in my mouth. I've also been having trouble emptying my bladder and sometimes struggle to start urinating. Additionally, I've noticed an irregular heartbeat, which I'm worried could be fatal. My mouth has been dry, and I've been experiencing muscle rigidity and a lack of coordination. My vision has been blurred, and I've been feeling agitated and confused. I've also been experiencing drowsiness and decreased alertness, which has even led to coma-like states. Furthermore, I've had difficulty breathing, and shock has been a recurring issue. I've become extremely sensitive to sunlight, and I've even had seizures. I've been experiencing ringing in my ears, feeling restless, and my breathing has been slow. To make matters worse, my blood pressure has been low, and I've been dealing with nausea and vomiting.",Doxepin overdose,https://medlineplus.gov/ency/article/002547.htm
"I've been experiencing an array of alarming symptoms after being exposed to something toxic, including a burning sensation, severe abdominal pain, and chest pain, which is often accompanied by severe pain overall. I've also been vomiting, and disturbingly, it's often bloody. I'm terrified because I've noticed a loss of vision, which I think is due to the poison coming into contact with my eyes. Additionally, I've been experiencing a rapid drop in blood pressure, which has led to shock, as well as severe throat pain that's making it difficult to breathe due to throat swelling. I've also been drooling excessively and have severe mouth pain. To make matters worse, I've noticed burns in my mouth and throat, and I've had diarrhea. The most disturbing part is the severe burns and tissue damage I've sustained, which has left me on the verge of collapse.",Drain cleaner poisoning,https://medlineplus.gov/ency/article/002779.htm
"I've been experiencing some extremely distressing symptoms, including severe burns to my eyes, which I'm worried might lead to permanent vision loss. I've also been vomiting frequently and have noticed holes or necrosis in my skin and tissues underneath. Additionally, I've been having breathing difficulties, which I suspect may be due to inhaling the drain opening agent. I've been experiencing severe irritation, throat swelling, and burns, which are causing me immense pain and discomfort. The pain in my throat is unbearable, and I've also noticed severe changes in my blood's acid level, which I'm worried could lead to damage in all of my body organs. Furthermore, I've been experiencing severe pain or burning sensations in my nose, eyes, ears, lips, and tongue. I've also noticed blood in my stool, and I've been vomiting blood, which is extremely concerning. On top of all this, I've been experiencing severe abdominal pain, and my blood pressure has been dropping rapidly, leaving me feeling like I'm going into shock. Sometimes, I even feel like I'm on the verge of collapse.",Drain opener poisoning,https://medlineplus.gov/ency/article/002780.htm
"I've been experiencing a multitude of alarming symptoms, including vomiting and breathing difficulties, which I suspect may be related to inhaling drainpipe cleaner. I've noticed holes or necrosis in my skin and underlying tissues, accompanied by severe irritation. My throat is severely swollen, causing further breathing difficulties, and I'm experiencing excruciating pain in my throat. I've also suffered burns, and in some cases, holes or perforations in my throat and esophagus. Additionally, I've been experiencing severe pain or burning sensations in my nose, eyes, ears, lips, or tongue. I've had blood in my stool, and have vomited blood on occasion. The abdominal pain has been severe, and I've been experiencing rapid drops in blood pressure, which has led to shock and even collapse.",Drainpipe cleaners,https://medlineplus.gov/ency/article/002782.htm
"I've been experiencing a multitude of alarming symptoms lately, including the appearance of hives all over my body, accompanied by intense itching on my skin and eyes. I've also been experiencing fainting spells and lightheadedness, which have been quite unsettling. In addition, I've been dealing with abdominal pain and cramping, as well as nausea and vomiting. I've also been feeling dizzy and disoriented, and have noticed swelling in my lips, tongue, and face. Furthermore, I've been bleeding, and have had difficulty breathing, which has been accompanied by wheezing and a hoarse voice. To make matters worse, I've had diarrhea and a sensation of feeling my heart beat rapidly, which has been quite unsettling. I've also been experiencing rapid pulse, confusion, and a skin rash, which has been quite distressing.",Drug allergies,https://medlineplus.gov/ency/article/000819.htm
"I've been experiencing a multitude of disturbing symptoms lately, including violent or aggressive outbursts, as well as physical symptoms like nausea, vomiting, and diarrhea, accompanied by abdominal cramping. I'm terrified because I've come across instances where people have died from similar symptoms. Additionally, I've been dealing with cold sweats, drowsiness, and even coma-like states. I've also been struggling with agitation, restlessness, and an unsteady gait. Furthermore, I've been experiencing difficulty breathing, depression, and seizures, which are often accompanied by tremors. My pupils have also been behaving strangely, and I've noticed abnormal sizes or reactions to light. My skin has been sweating excessively or becoming extremely dry and hot, with blisters and rashes appearing. I've even had seizures, delusions, and hallucinations, which have led to delusional or paranoid behavior.",Drug use first aid,https://medlineplus.gov/ency/article/000016.htm
"I've been experiencing some concerning symptoms lately, including dark urine and yellowing of my skin and the whites of my eyes, which I believe may be signs of jaundice. Along with this, my skin has taken on a pale color. I've also been struggling with shortness of breath, feeling extremely fatigued, and noticing a rapid heart rate.",Drug-induced immune hemolytic anemia,https://medlineplus.gov/ency/article/000578.htm
"I've been experiencing a range of concerning symptoms lately, including dark urine, loss of appetite, and persistent fatigue, which has left me feeling drained. I've also noticed a yellowish tint to my skin and eyes, which I believe may be a sign of jaundice. Additionally, I've been dealing with nausea and vomiting, as well as recurring headaches and a rash that's causing discomfort. Furthermore, my stools have been white or clay-colored, and I've been experiencing diarrhea and abdominal pain. To make matters worse, I've had a fever, which has been leaving me feeling weak and unwell.",Drug-induced liver injury,https://medlineplus.gov/ency/article/000226.htm
"I've been experiencing a range of symptoms lately, including joint swelling and pain, which has been quite debilitating. Along with this, I've lost my appetite and have been feeling generally unwell, which has been accompanied by a fever and a general ill feeling of malaise. I've also developed a skin rash on areas of my skin that have been exposed to sunlight, which is quite concerning. Furthermore, I've been having sharp, pleuritic chest pain that worsens when I breathe in, which is very uncomfortable.",Drug-induced lupus erythematosus,https://medlineplus.gov/ency/article/000446.htm
"I've been experiencing some concerning symptoms lately, including chest pain and coughing up bloody sputum, which is accompanied by a persistent cough. I've also been struggling with shortness of breath and wheezing, making it difficult for me to breathe. Additionally, I've been running a fever, which has left me feeling weak and fatigued.",Drug-induced pulmonary disease,https://medlineplus.gov/ency/article/000104.htm
"I've been experiencing some unusual bleeding issues lately, including abnormal bleeding and bleeding when I brush my teeth, which is quite alarming. Additionally, I've noticed pinpoint red spots on my skin, known as petechiae, and I've been bruising easily, which is causing me a lot of concern.",Drug-induced thrombocytopenia,https://medlineplus.gov/ency/article/000556.htm
"I've been experiencing some unsettling symptoms lately, including a tremor that gets worse when I move voluntarily or experience emotional stress, and it's noticeable when I nod my head. Interestingly, the tremor disappears when I'm asleep. The episodes are episodic, often occurring about an hour after taking my medication, and they can happen either when I'm moving or at rest. The tremor has been affecting my daily activities, making it difficult for me to write, draw, drink from a cup, or use tools, especially when it affects my hands. Sometimes, my voice has a shaking or quivering sound to it. The tremor is sporadic, happening on occasion, and it's intermittent, coming and going with my activity, but not always.",Drug-induced tremor,https://medlineplus.gov/ency/article/000765.htm
"I've been experiencing a multitude of concerning symptoms lately, including overall weakness, itching skin, and slurred speech, which has affected my ability to walk normally, resulting in a spastic gait. I've also noticed tremors, and my mental ability has decreased significantly. Furthermore, I've observed swelling in my lower legs, ankles, and feet, accompanied by numbness in my fingers and toes. Additionally, I've been experiencing headaches, muscle cramps, and abdominal pain. I've had diarrhea and vomiting, which I'm worried might be related to pneumonia. I've also had irritation and burns in my mouth, and a rapid drop in blood pressure, which has left me feeling shocked. Moreover, I've been struggling with breathing difficulties due to throat swelling, and I've noticed excessive drooling. Weakness in my legs has made it difficult to move around, and I've been experiencing bronchial irritation, accompanied by a persistent cough. To make matters worse, I've had throat pain and difficulty sleeping, which has greatly impacted my overall quality of life.",Dry cell battery poisoning,https://medlineplus.gov/ency/article/002805.htm
"I've been experiencing some uncomfortable symptoms in my eyes lately, including a gritty or scratchy feeling, blurred vision, and a burning, itching, or redness in my eye, which makes me extremely sensitive to light.",Dry eye syndrome,https://medlineplus.gov/ency/article/000426.htm
"I've been experiencing some distressing symptoms after my tooth extraction, including a slight fever, and I've noticed that the socket is empty with a missing blood clot. I've been having pain that radiates from the socket to my ear, eye, temple, or neck on the same side that my tooth was pulled. Additionally, I've had a bad taste in my mouth and bad breath or a terrible smell coming from my mouth. What's even more concerning is the severe pain I've been experiencing 1 to 3 days after the tooth was pulled.",Dry socket,https://medlineplus.gov/ency/patientinstructions/000780.htm
"I've been noticing a gradual worsening of muscle weakness in my legs and pelvis, although it's also affecting my arms, neck, and other areas of my body to a lesser extent. Unfortunately, I've been experiencing difficulties with motor skills, such as running, hopping, and jumping, and I've also been having learning difficulties, which have affected my IQ. I've been having frequent falls, and even simple tasks like getting up from a lying position or climbing stairs have become challenging. I've been feeling extremely fatigued, and I've noticed problems breathing due to a weakening of my respiratory muscles. I've been told that breathing difficulties and heart disease often start by age 20, and I'm worried about the potential impact on my heart muscle, which could lead to shortness of breath, fatigue, and swelling of the feet. Additionally, I've been concerned about the possibility of intellectual disability, although I've been reassured that it doesn't get worse over time.",Duchenne muscular dystrophy,https://medlineplus.gov/ency/article/000705.htm
"I've been noticing that my baby has been experiencing some concerning symptoms, including occasional upper abdominal swelling, continued vomiting even when they haven't been fed for several hours, and early vomiting of large amounts, which is sometimes greenish and contains bile. Additionally, I've observed that they haven't had any bowel movements after the first few meconium stools.",Duodenal atresia,https://medlineplus.gov/ency/article/001131.htm
"I've been experiencing some extremely alarming symptoms lately, including vomiting and severe pain in my throat, which I'm worried might be due to burns or holes in my esophagus. I've also noticed irritation and throat swelling, which is making it difficult for me to breathe. Additionally, I've been experiencing severe pain or burning sensations in my nose, eyes, ears, lips, or tongue. I've even had blood in my stool and vomited blood, which is extremely concerning. Furthermore, I've been dealing with severe abdominal pain and low blood pressure that developed rapidly, which I'm worried might be a sign of shock. I've also had breathing difficulty, possibly due to inhaling the dye remover. To make matters worse, I've even experienced loss of vision and collapse, which has left me feeling extremely unwell. I'm worried that the severe change in my acid level of blood pH balance might be causing damage to all of my organs.",Dye remover poisoning,https://medlineplus.gov/ency/article/002783.htm
"I've noticed that my voice has changed lately, as I've been speaking softly or in a whisper, and sometimes I sound like I'm mumbling, which can be difficult for others to understand. Additionally, my voice has taken on a nasal or stuffy quality, and it often sounds hoarse, strained, or breathy, which is quite concerning to me.",Dysarthria,https://medlineplus.gov/ency/article/007470.htm
"I've been struggling with my writing skills lately, noticing that my handwriting is poor, and I often struggle with spelling, leading to poorly organized writing. I've also developed a habit of saying words aloud when I'm writing, which is unusual for me. Furthermore, I've been making frequent errors in grammar and punctuation, which is affecting the overall quality of my writing.",Dysgraphia,https://medlineplus.gov/ency/article/001543.htm
"I've been experiencing some concerning symptoms lately, including signs of kidney failure, which is worrying me. I've noticed that I bruise easily, and I've lost my appetite, which is unusual for me. Occasionally, I've been vomiting, although it's not frequent. My skin has taken on a pale tone, and I've been dealing with stomach cramping, which is uncomfortable. I've also observed a reduced amount of urine when I go to the bathroom, and I've been experiencing gas, which is uncomfortable. To make matters worse, my urine has been red or bloody, and I've had a fever, which is adding to my distress.",E coli enteritis,https://medlineplus.gov/ency/article/000296.htm
"I've been experiencing some disturbing symptoms in my ears lately, including discomfort or pain in one or both ears, which is often accompanied by dizziness. I've also had nosebleeds, and I'm concerned about my hearing, as I've noticed moderate to severe hearing loss, and sometimes even slight hearing loss. Additionally, I've been feeling a strange sensation of pressure in my ears, as if I'm underwater, and a feeling of fullness or stuffiness in my ears.",Ear barotrauma,https://medlineplus.gov/ency/article/001064.htm
"I've been experiencing some disturbing symptoms in my ear, including bleeding and seeing a visible object stuck in it, which is causing me to hear strange noises and feel like there's something lodged in my ear. I've also had a persistent earache, and I've been feeling dizzy, nauseous, and vomiting. Unfortunately, I've noticed a significant loss of hearing, and my ear is swollen, bruised, and red. To make matters worse, I have a fever, and I've even noticed clear liquid coming out of my ear, which I'm worried might be brain fluid.",Ear emergencies,https://medlineplus.gov/ency/article/000052.htm
"I've been feeling unwell lately, experiencing a general feeling of illness, accompanied by vomiting and lethargy, which has left me feeling drained. I've also noticed a fullness in my ear, which is often accompanied by a nagging cough and ear pain. Additionally, I've been dealing with nasal congestion, a loss of appetite, and occasional diarrhea. To make matters worse, I've noticed a drainage of fluid from my ear, and I'm concerned that I may be experiencing some hearing loss in the affected ear.",Ear infection - acute,https://medlineplus.gov/ency/article/000638.htm
"I've been experiencing some concerning symptoms, including hearing loss and a pus-like drainage from my ear, accompanied by a low-grade fever. Additionally, I've been feeling quite fussy, and my infant has been particularly irritable as well. The most bothersome part is the ear pain and discomfort, which feels like a constant pressure in my ear, although it's usually mild.",Ear infection - chronic,https://medlineplus.gov/ency/article/000619.htm
"I've been experiencing some disturbing symptoms in my ears lately, including partial hearing loss that seems to be getting worse, a constant feeling of fullness in my ear or like it's plugged, and annoying noises in my ear, which I've come to realize is tinnitus. Additionally, I've been dealing with recurring earaches that are quite uncomfortable.",Ear wax,https://medlineplus.gov/ency/article/000979.htm
"I've been experiencing a multitude of concerning symptoms, including overall weakness, recurring vomiting, and bleeding from my eyes, ears, and nose, which is extremely alarming. Along with these symptoms, I've been having chills, muscle pain, and fatigue, making it difficult for me to carry out daily activities. To make matters worse, I've been bleeding from my mouth and rectum, and I've had severe headaches, a rash, and a sore throat. Additionally, I've been dealing with abdominal pain, diarrhea, and a fever that's consistently above 101.5°F (38.6°C). I'm worried that if left untreated, these symptoms could lead to organ failure, which is a terrifying prospect.",Ebola virus disease,https://medlineplus.gov/ency/article/001339.htm
"I've been noticing that my child has been experiencing some distressing symptoms, including a failure to grow, accompanied by a persistent cough. Additionally, they've been struggling with shortness of breath, which often leaves them feeling extremely fatigued. To make matters worse, their heart beats very fast, and they breathe rapidly, which is really concerning me.",Ebstein anomaly,https://medlineplus.gov/ency/article/007321.htm
"I've been experiencing some concerning symptoms lately, including a persistent cough and chest pain, which I'm worried might be related to a lung cyst. Additionally, I've noticed my abdomen has been swelling, which could be a sign of a liver cyst. I'm also anxious about the risk of a severe allergic reaction, known as anaphylaxis, if the cysts were to break open. Furthermore, I've been coughing up bloody sputum, which is alarming, and I've been having pain in the upper right part of my abdomen, which could be related to the liver cyst.",Echinococcosis,https://medlineplus.gov/ency/article/000676.htm
"I've been experiencing a range of symptoms that have me worried, including skin rashes, a sore throat, and a severe headache accompanied by mental status changes, fever, and chills, as well as nausea and vomiting, and sensitivity to light, which makes me think I might have meningitis. Additionally, I've been struggling with breathing difficulties and a harsh cough, which I believe could be signs of croup. Furthermore, I've been having chest pain, which I'm concerned might be related to an infection affecting my heart muscle or the sac-like covering around it, pericarditis. To top it all off, I've also developed mouth sores, and I'm not sure what's causing all of these issues.",ECHO virus,https://medlineplus.gov/ency/article/001340.htm
"I've been experiencing some extremely concerning symptoms lately, including frequent and severe headaches, and I've been feeling extremely agitated to the point of being unbearable. Along with this, I've been dealing with nausea and vomiting, as well as severe stomach pain that's been bothering me. I've also noticed some vision problems, including loss of vision, blurred vision, double vision, or even missing areas in my visual field. Additionally, I've observed swelling in my hands and face, and I've even had seizures and occasional periods of unconsciousness.",Eclampsia,https://medlineplus.gov/ency/article/000899.htm
"I've been noticing some unusual physical characteristics and health issues that I'm concerned about, including a large forehead, abnormal nails, and abnormal or missing teeth, which is fewer than the normal number of teeth. Additionally, I have a low nasal bridge and have been experiencing poor vision, which I think might be related to decreased tear production. I've also struggled with learning disabilities and have thin, sparse hair, which can be quite distressing. Furthermore, I was born with a cleft lip, and my immune system seems to be weakened, making me more prone to illnesses. I've also observed that my skin has a decreased pigmentation, and I've been having trouble with my hearing, which is affecting my daily life.",Ectodermal dysplasias,https://medlineplus.gov/ency/article/001469.htm
"I've been experiencing a multitude of symptoms lately, including increased thirst and urination, as well as frequent headaches and backaches that seem to occur even with routine activities. I've also noticed excess hair growth on my face, neck, chest, abdomen, and thighs, which is quite unusual for me. Furthermore, I've been struggling with mental changes, such as depression, anxiety, and changes in behavior, which have been affecting my daily life. Additionally, I've been dealing with weak muscles, especially in my hips and shoulders, and I've been diagnosed with type 2 diabetes mellitus and high blood pressure. My periods have become irregular or have stopped, and I've noticed thin skin with easy bruising. I've also experienced a decreased or complete loss of desire for sex, and I've developed thick, purple stretch marks on my abdomen, thighs, upper arms, and breasts. Moreover, I've been experiencing bone pain or tenderness, and I've had rib and spine fractures due to thinning of the bones. My face has become round, red, and full, and I've noticed a collection of fat between my shoulders and above my collar bone. I've also had skin infections, and I've gained weight with fat accumulation on my trunk, but lost fat from my arms, legs, and buttocks, resulting in central obesity. Lastly, I've been feeling extremely fatigued, and I've been struggling with impotence.",Ectopic Cushing syndrome,https://medlineplus.gov/ency/article/000406.htm
"I've been experiencing some unsettling cardiac symptoms lately, including feeling my heartbeat, which is often accompanied by a feeling of occasional, forceful beats, and even feeling like my heart has stopped or skipped a beat.",Ectopic heartbeat,https://medlineplus.gov/ency/article/001100.htm
"I've been experiencing some concerning symptoms lately, including fainting or feeling faint, and I've also noticed that I haven't been getting my periods. I've been having severe, sharp, and sudden pain in my lower abdomen, which is often accompanied by pain in my lower belly or pelvic area. Additionally, I've been feeling intense pressure in my rectum and mild cramping on one side of my pelvis. To make matters worse, I've been experiencing pain in my shoulder area, and I've noticed that my blood pressure has been low.",Ectopic pregnancy,https://medlineplus.gov/ency/article/000895.htm
"I've been experiencing some bothersome eye issues lately, including excess tearing of the eye, which is quite uncomfortable. I've also been dealing with keratitis, which has left my eyes feeling dry and painful. Additionally, I've noticed that my eyelid has started to turn outward and downward, which is causing me a lot of discomfort. Furthermore, I've observed redness of the lid and the white part of the eye, and I've been struggling with chronic conjunctivitis for a while now.",Ectropion,https://medlineplus.gov/ency/article/001007.htm
"I've been noticing some unusual characteristics about my body, including increased joint mobility, which sometimes leads to joints popping, and I'm concerned about the early signs of arthritis. Occasionally, I experience joint dislocation, and I've also observed that I scar easily and have poor wound healing. I've always been double-jointed, which can be convenient, but it also leads to back pain. My skin is easily damaged, bruised, and stretchy, which can be frustrating. Additionally, I've been experiencing vision problems and have flat feet, which can contribute to joint pain. On the other hand, my skin is very soft and velvety, which is a unique feature. I'm not sure what's causing all these symptoms, but I'm hoping we can figure it out together.",Ehlers-Danlos syndrome,https://medlineplus.gov/ency/article/001468.htm
"I've been experiencing a range of unsettling symptoms lately, including fever and chills, which have left me feeling quite unwell. I've also noticed a petechial rash, characterized by fine pinhead-sized areas of bleeding into my skin, and occasionally, a flat red maculopapular rash, although that's less common. Along with these skin issues, I've been dealing with headaches, diarrhea, and muscle aches, which have contributed to a general ill feeling or malaise. To make matters worse, I've also been experiencing nausea, which has been making me feel even more miserable.",Ehrlichiosis,https://medlineplus.gov/ency/article/001381.htm
"I've been experiencing a range of concerning symptoms lately, including swelling in my joints, which I suspect might be related to gout due to excessive uric acid. Additionally, I've been having chest pain, shortness of breath, and dizziness, which have been making me feel quite unwell. I've also noticed skipped heartbeats, or palpitations, and have even experienced fainting spells. Furthermore, I've observed a bluish discoloration of my lips, fingers, toes, and skin, which I understand is a sign of cyanosis. I've also developed rounded fingernails and toenails, known as clubbing, and have been experiencing numbness and tingling in my fingers and toes. Occasionally, I've been coughing up blood, which is extremely alarming to me. On top of all these symptoms, I've been feeling extremely tired, which is affecting my daily life.",Eisenmenger syndrome,https://medlineplus.gov/ency/article/007317.htm
